"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleaned","score","date","time","zipcode","rnum","zcode"
"467",545,"Road sweeping on #FranklinDRooseveltDrive BOTHDIR from Exit 18 - Willis Avenue Bridge to South Street Via; Franklin...http://t.co/a0YY08A9Tj",FALSE,0,NA,"2015-10-03 12:06:29",FALSE,NA,650280761170505728,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",2,FALSE,FALSE,-73.929199,40.799499,"Road sweeping on FranklinDRooseveltDrive BOTHDIR from ExitWillis Avenue Bridge to South Street Via Franklin",1,2015-10-03,"12:06:29","a",471,10035
"468",546,"Next Level Publishing #WebDesign #Job: LEARN IN A FAST PACED LOCATION!!! - Great Internship!!! WEB... (#Union, NJ) http://t.co/qSiJNBOD5E",FALSE,1,NA,"2015-10-03 12:06:17",FALSE,NA,650280709030981632,NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_nwk_web",0,FALSE,FALSE,-74.2531465,40.6843079,"Next Level Publishing WebDesign Job LEARN IN A FAST PACED LOCATIONGreat Internship WEB Union NJ",1,2015-10-03,"12:06:17","a",472,7083
"469",548,"Incident on #M4Q32Buses BOTHDIR from 32nd Street: 6th Avenue to 32nd Street: Madison Avenue http://t.co/POsHGpsOzS",FALSE,0,NA,"2015-10-03 12:03:46",FALSE,NA,650280077696090112,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.988692,40.748504,"Incident on MQBuses BOTHDIR from nd Street th Avenue to nd Street Madison Avenue",0,2015-10-03,"12:03:46","a",473,10001
"470",549,"Incident on #M4Q32Buses BOTHDIR from 32nd Street: 6th Avenue to 32nd Street: Madison Avenue http://t.co/qBogD9B2HZ",FALSE,0,NA,"2015-10-03 12:03:46",FALSE,NA,650280077146648576,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",3,FALSE,FALSE,-73.988692,40.748504,"Incident on MQBuses BOTHDIR from nd Street th Avenue to nd Street Madison Avenue",0,2015-10-03,"12:03:46","a",474,10001
"471",551,"saw the neighbourhood for the 10 billionth time and they were amazing as usual <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>
#theneighbourhood… https://t.co/MNLVOCCVdd",FALSE,0,NA,"2015-10-03 11:55:15",FALSE,NA,650277932619968512,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nicoleelizvbeth",0,FALSE,FALSE,-73.9927597,40.7696991,"saw the neighbourhood for thebillionth time and they were amazing as usual edUAUBDedUBUC
theneighbourhood…",1,2015-10-03,"11:55:15","a",475,10019
"472",552,"Yeah
Yeah, I'm up at Brooklyn
Now I'm down in Tribeca
Right next to DeNiro
But I'll be hood… https://t.co/5UHEhd6Iz5",FALSE,0,NA,"2015-10-03 11:53:25",FALSE,NA,650277473498845184,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","yoonFiq",0,FALSE,FALSE,-73.99841223,40.70734197,"Yeah
Yeah Im up at Brooklyn
Now Im down in Tribeca
Right next to DeNiro
But Ill be hood…",1,2015-10-03,"11:53:25","a",476,10038
"473",556,"@albertovasari #boxingguru lets hit it!! (@ Abington House Gym in New York, NY) https://t.co/7tFShRtzXL",FALSE,0,"AlbertoVasari","2015-10-03 11:30:44",FALSE,NA,650271761628561408,64090227,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","jesgordon",0,FALSE,FALSE,-74.00152513,40.75210013,"boxingguru lets hit itAbington House Gym in New York NY",0,2015-10-03,"11:30:44","a",477,10001
"474",557,"Construction on #6Line Bronx bound from 3rd Avenue-138th Street Station to Pelham Bay Park Station http://t.co/mLOra17GEt",FALSE,0,NA,"2015-10-03 11:30:13",FALSE,NA,650271632611766272,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511ny456",0,FALSE,FALSE,-73.927336,40.81096,"Construction on Line Bronx bound from rd Avenueth Street Station to Pelham Bay Park Station",0,2015-10-03,"11:30:13","a",478,10454
"475",558,"Construction on #6Line Bronx bound from 3rd Avenue-138th Street Station to Pelham Bay Park Station http://t.co/1W0IRYBGrx",FALSE,0,NA,"2015-10-03 11:30:13",FALSE,NA,650271631869378560,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.927336,40.81096,"Construction on Line Bronx bound from rd Avenueth Street Station to Pelham Bay Park Station",0,2015-10-03,"11:30:13","a",479,10454
"476",559,"Construction on #6Line Bronx bound from 3rd Avenue-138th Street Station to Pelham Bay Park Station http://t.co/VoRY0FD5D5",FALSE,0,NA,"2015-10-03 11:30:13",FALSE,NA,650271631277969408,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",3,FALSE,FALSE,-73.927336,40.81096,"Construction on Line Bronx bound from rd Avenueth Street Station to Pelham Bay Park Station",0,2015-10-03,"11:30:13","a",480,10454
"477",560,"GMS World User has just posted new point of interest My Location to #GMSWorld. Check it out at http://t.co/UakEuUQ0UZ http://t.co/27NhUX3BI8",FALSE,0,NA,"2015-10-03 11:24:53",FALSE,NA,650270289532600320,NA,"<a href=""http://www.gms-world.net/"" rel=""nofollow"">Landmark Manager Web</a>","geolocationms",0,FALSE,FALSE,-74.0337,40.61932,"GMS World User has just posted new point of interest My Location to GMSWorld Check it out at",0,2015-10-03,"11:24:53","a",481,11209
"478",562,"Update: Construction on #Q32Bus WB from E 60th Street:Lexington Avenue to E 60th Street : 5th Avenue http://t.co/lSoXXGLgPS",FALSE,0,NA,"2015-10-03 11:06:57",FALSE,NA,650265777732501504,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.967872,40.76287,"Update Construction on QBus WB from E th StreetLexington Avenue to E th Streetth Avenue",0,2015-10-03,"11:06:57","a",482,10022
"479",563,"Update: Construction on #Q32Bus WB from E 60th Street:Lexington Avenue to E 60th Street : 5th Avenue http://t.co/szT4z0wWWi",FALSE,0,NA,"2015-10-03 11:06:57",FALSE,NA,650265777166254080,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.967872,40.76287,"Update Construction on QBus WB from E th StreetLexington Avenue to E th Streetth Avenue",0,2015-10-03,"11:06:57","a",483,10022
"480",564,"I'm at Apple Store, Fifth Avenue in New York, NY https://t.co/e2diaywYLC",FALSE,1,NA,"2015-10-03 11:05:39",FALSE,NA,650265451457552384,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Inever_PullOut",0,FALSE,FALSE,-73.97301,40.76382254,"Im at Apple Store Fifth Avenue in New York NY",0,2015-10-03,"11:05:39","a",484,10153
"481",565,"Construction on #Q32Bus WB from E 60th Street:Lexington Avenue to E 60th Street : 5th Avenue http://t.co/lSoXXGLgPS",FALSE,0,NA,"2015-10-03 11:04:20",FALSE,NA,650265118832492544,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.967872,40.76287,"Construction on QBus WB from E th StreetLexington Avenue to E th Streetth Avenue",0,2015-10-03,"11:04:20","a",485,10022
"482",566,"Construction on #Q32Bus WB from E 60th Street:Lexington Avenue to E 60th Street : 5th Avenue http://t.co/szT4z0wWWi",FALSE,0,NA,"2015-10-03 11:04:20",FALSE,NA,650265118283038720,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.967872,40.76287,"Construction on QBus WB from E th StreetLexington Avenue to E th Streetth Avenue",0,2015-10-03,"11:04:20","a",486,10022
"483",567,"Update: Accident on #I278 WB at Exit 26 - Hamilton Avenue http://t.co/JkHBE9HqVz",FALSE,0,NA,"2015-10-03 11:03:58",FALSE,NA,650265027329564672,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.001602,40.677101,"Update Accident on I WB at ExitHamilton Avenue",0,2015-10-03,"11:03:58","a",487,11231
"484",568,"Update: Accident on #I278 WB at Exit 26 - Hamilton Avenue http://t.co/w1NuBn66zK",FALSE,0,NA,"2015-10-03 11:03:58",FALSE,NA,650265026742325248,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",1,FALSE,FALSE,-74.001602,40.677101,"Update Accident on I WB at ExitHamilton Avenue",0,2015-10-03,"11:03:58","a",488,11231
"485",569,"Accident on #I278 WB at Exit 26 - Hamilton Avenue http://t.co/JkHBE9HqVz",FALSE,0,NA,"2015-10-03 11:01:12",FALSE,NA,650264332773814272,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.001602,40.677101,"Accident on I WB at ExitHamilton Avenue",0,2015-10-03,"11:01:12","a",489,11231
"486",570,"Accident on #I278 WB at Exit 26 - Hamilton Avenue http://t.co/w1NuBn66zK",FALSE,0,NA,"2015-10-03 11:01:12",FALSE,NA,650264332174032896,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.001602,40.677101,"Accident on I WB at ExitHamilton Avenue",0,2015-10-03,"11:01:12","a",490,11231
"487",571,"#TimeWarnerCenter #BuenosDias #FelizSábado #HappySaturday #building #NY #NYC #US #USA #newyork @ Time… https://t.co/SNSJXA5nAd",FALSE,1,NA,"2015-10-03 10:50:39",FALSE,NA,650261676097445888,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","danielph147",0,FALSE,FALSE,-73.9825211,40.7678604,"TimeWarnerCenter BuenosDias FelizSábado HappySaturday building NY NYC US USA newyorkTime…",0,2015-10-03,"10:50:39","a",491,10023
"488",572,"Construction on #RLine Queens bound at Forest Hills-71st Avenue Station http://t.co/bHBbjoqlpm",FALSE,0,NA,"2015-10-03 10:30:12",FALSE,NA,650256530374283264,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.844139,40.721417,"Construction on RLine Queens bound at Forest Hillsst Avenue Station",0,2015-10-03,"10:30:12","a",492,11375
"489",573,"Construction on #RLine Queens bound at Forest Hills-71st Avenue Station http://t.co/4OB8b61Nzr",FALSE,0,NA,"2015-10-03 10:30:12",FALSE,NA,650256529795510272,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.844139,40.721417,"Construction on RLine Queens bound at Forest Hillsst Avenue Station",0,2015-10-03,"10:30:12","a",493,11375
"490",574,"Construction on #3Line BOTHDIR from Sutter Avenue-Rutland Road Station to New Lots Avenue Station http://t.co/UeAHbXQP7R",FALSE,0,NA,"2015-10-03 10:30:11",FALSE,NA,650256523491430400,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511ny123",0,FALSE,FALSE,-73.922969,40.664941,"Construction on Line BOTHDIR from Sutter AvenueRutland Road Station to New Lots Avenue Station",0,2015-10-03,"10:30:11","a",494,11212
"491",575,"Construction on #3Line BOTHDIR from Sutter Avenue-Rutland Road Station to New Lots Avenue Station http://t.co/6VC2yiwyAU",FALSE,0,NA,"2015-10-03 10:30:10",FALSE,NA,650256522933571584,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.922969,40.664941,"Construction on Line BOTHDIR from Sutter AvenueRutland Road Station to New Lots Avenue Station",0,2015-10-03,"10:30:10","a",495,11212
"492",576,"Construction on #3Line BOTHDIR from Sutter Avenue-Rutland Road Station to New Lots Avenue Station http://t.co/UnRN9YW65D",FALSE,0,NA,"2015-10-03 10:30:10",FALSE,NA,650256522140889088,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.922969,40.664941,"Construction on Line BOTHDIR from Sutter AvenueRutland Road Station to New Lots Avenue Station",0,2015-10-03,"10:30:10","a",496,11212
"493",577,"I'm at Avenue Capital in New York, NY https://t.co/A6sOdAU6js",FALSE,0,NA,"2015-10-03 10:18:45",FALSE,NA,650253646580580352,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.9709647,40.75869851,"Im at Avenue Capital in New York NY",0,2015-10-03,"10:18:45","a",497,10022
"494",578,"I'm at Lexington Avenue in New York, NY https://t.co/dDQRL2iqT0",FALSE,0,NA,"2015-10-03 10:06:36",FALSE,NA,650250588551278592,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.97115984,40.75777939,"Im at Lexington Avenue in New York NY",0,2015-10-03,"10:06:36","a",498,10022
"495",579,"Incident on #M101Bus SB at Amsterdam Avenue:W 177th Street http://t.co/qhe1d7Waev",FALSE,0,NA,"2015-10-03 09:29:28",FALSE,NA,650241246422822912,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.932952,40.845592,"Incident on MBus SB at Amsterdam AvenueW th Street",0,2015-10-03,"09:29:28","a",499,10033
"496",580,"Incident on #M101Bus SB at Amsterdam Avenue:W 177th Street http://t.co/udaJJfTIxW",FALSE,0,NA,"2015-10-03 09:29:28",FALSE,NA,650241245911089152,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-73.932952,40.845592,"Incident on MBus SB at Amsterdam AvenueW th Street",0,2015-10-03,"09:29:28","a",500,10033
"497",582,"#PickASide #Valentina Vs #Tapatio !!!??? @ Morrison Avenue – Soundview https://t.co/07xbxxF8YQ",FALSE,0,NA,"2015-10-03 09:06:46",FALSE,NA,650235533273141248,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NENEBOY21",0,FALSE,FALSE,-73.874474,40.829495,"PickASide Valentina Vs TapatioMorrison Avenue – Soundview",0,2015-10-03,"09:06:46","a",501,10472
"498",583,"Update: Construction on #I278 BOTHDIR from Lamberts Lane to Summer Avenue http://t.co/ILqr6r7qtJ",FALSE,0,NA,"2015-10-03 09:02:45",FALSE,NA,650234523674914816,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.158412,40.615939,"Update Construction on I BOTHDIR from Lamberts Lane to Summer Avenue",0,2015-10-03,"09:02:45","a",502,10314
"499",584,"Update: Construction on #I278 BOTHDIR from Lamberts Lane to Summer Avenue http://t.co/Fkidn1AfOv",FALSE,0,NA,"2015-10-03 09:02:45",FALSE,NA,650234523079327744,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.158412,40.615939,"Update Construction on I BOTHDIR from Lamberts Lane to Summer Avenue",0,2015-10-03,"09:02:45","a",503,10314
"500",585,"Update: Construction on #I278 EB from 92nd Street  Bay Ridge Exit to 6th Avenue http://t.co/MMdxg3VVni",FALSE,0,NA,"2015-10-03 09:02:43",FALSE,NA,650234515030429696,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.0261,40.616298,"Update Construction on I EB from nd StreetBay Ridge Exit to th Avenue",0,2015-10-03,"09:02:43","a",504,11228
"501",586,"Update: Construction on #I278 EB from 92nd Street  Bay Ridge Exit to 6th Avenue http://t.co/SD5mzBUOwc",FALSE,0,NA,"2015-10-03 09:02:43",FALSE,NA,650234514430631936,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.0261,40.616298,"Update Construction on I EB from nd StreetBay Ridge Exit to th Avenue",0,2015-10-03,"09:02:43","a",505,11228
"502",587,"Update: Construction on #I278 WB from Bradley Avenue to Exit 7 - Richmond Avenue http://t.co/bagClKqooi",FALSE,0,NA,"2015-10-03 09:02:30",FALSE,NA,650234457333583872,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-74.132003,40.608001,"Update Construction on I WB from Bradley Avenue to ExitRichmond Avenue",0,2015-10-03,"09:02:30","a",506,10314
"503",588,"Update: Construction on #I278 WB from Bradley Avenue to Exit 7 - Richmond Avenue http://t.co/QCp4GcSy9q",FALSE,0,NA,"2015-10-03 09:02:29",FALSE,NA,650234456687673344,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",0,FALSE,FALSE,-74.132003,40.608001,"Update Construction on I WB from Bradley Avenue to ExitRichmond Avenue",0,2015-10-03,"09:02:29","a",507,10314
"504",589,"I'm at Utica Avenue in Brooklyn, NY https://t.co/FwNYP7Jqp9",FALSE,0,NA,"2015-10-03 08:46:32",FALSE,NA,650230442923282432,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.93236267,40.66836962,"Im at Utica Avenue in Brooklyn NY",0,2015-10-03,"08:46:32","a",508,11213
"505",590,"I'm at Eastern Parkway &amp; Utica Avenue in Brooklyn, NY https://t.co/Duvk5F23t9",FALSE,0,NA,"2015-10-03 08:46:17",FALSE,NA,650230378641362944,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","P_LOCA",0,FALSE,FALSE,-73.93233396,40.66850675,"Im at Eastern Parkway amp Utica Avenue in Brooklyn NY",0,2015-10-03,"08:46:17","a",509,11213
"506",591,"How I miss u <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> @ Coach House https://t.co/vlsJjlelGY",FALSE,0,NA,"2015-10-03 08:37:49",FALSE,NA,650228246785695744,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Senor_Los",0,FALSE,FALSE,-74.0445099,40.7596054,"How I miss u edUAUBDedUBUCoach House",-1,2015-10-03,"08:37:49","a",510,7047
"507",592,"I'm up like <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> @ My Crib-East NY, Brooklyn https://t.co/X0SUgiB7SB",FALSE,0,NA,"2015-10-03 08:25:47",FALSE,NA,650225218921721856,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tyrone_Tick",0,FALSE,FALSE,-73.8803635,40.6573601,"Im up like edUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBedUAUBDedUBUBMy CribEast NY Brooklyn",1,2015-10-03,"08:25:47","a",511,11207
"508",593,"Me and dearest Wavvey tonight at @trail_house . Thanks to itsjustmesones and the Rockstar Games folks… https://t.co/N0XSE4g5D0",FALSE,1,NA,"2015-10-03 08:15:18",FALSE,NA,650222579047923712,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NicholasGazin",0,FALSE,FALSE,-73.9217911,40.7078323,"Me and dearest Wavvey tonight atThanks to itsjustmesones and the Rockstar Games folks…",1,2015-10-03,"08:15:18","a",512,11237
"509",595,"Full house at @nylaboom @ La Boom https://t.co/T0bqJiJgVD",FALSE,0,NA,"2015-10-03 08:00:44",FALSE,NA,650218913888907264,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AnnieML1",0,FALSE,FALSE,-73.9045105,40.753849,"Full house atLa Boom",1,2015-10-03,"08:00:44","a",513,11377
"510",596,"Just posted a photo @ 70 park avenue hotel https://t.co/0deYTgO76F",FALSE,0,NA,"2015-10-03 07:38:00",FALSE,NA,650213195961929728,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","michalski_luke",0,FALSE,FALSE,-73.9797363,40.7499084,"Just posted a photopark avenue hotel",0,2015-10-03,"07:38:00","a",514,10016
"511",597,"Of course de Blasio is naming a building after David Dinkins: He led the city for only one tumultuous term, but… http://t.co/AVzhylJ3w8",FALSE,0,NA,"2015-10-03 07:34:10",FALSE,NA,650212229724246016,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NewYorkCP",0,FALSE,FALSE,-74.00001602,40.71669795,"Of course de Blasio is naming a building after David Dinkins He led the city for only one tumultuous term but…",0,2015-10-03,"07:34:10","a",515,10013
"512",598,"doorbelling in my childhood neighborhood  http://t.co/llTVaFpxfE @Facts98040 @megold7 @salimnice @SarahWa23 @saveMIschools @mercerisland",FALSE,0,NA,"2015-10-03 07:31:29",FALSE,NA,650211553342582784,NA,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>","tracigranbois",0,FALSE,FALSE,-74.0007613,40.7207559,"doorbelling in my childhood neighborhood",0,2015-10-03,"07:31:29","a",516,10013
"513",599,"Thanks to my HOOD NIGGAS FOR ROCKING THE #WelcomeToBaruch #aveC  #IAMEVERYWHERE #kingoftheclubs… https://t.co/uzgqFSe0mK",FALSE,0,NA,"2015-10-03 07:24:40",FALSE,NA,650209838182604800,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","freakyfrige",0,FALSE,FALSE,-73.999311,40.7138324,"Thanks to my HOOD NIGGAS FOR ROCKING THE WelcomeToBaruch aveCIAMEVERYWHERE kingoftheclubs…",0,2015-10-03,"07:24:40","a",517,10013
"514",603,"Just posted a photo @ LSG SKY CHEFS Building 139 https://t.co/jKhadnZMFc",FALSE,0,NA,"2015-10-03 07:09:58",FALSE,NA,650206137883734016,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BVasquez5",0,FALSE,FALSE,-73.81589625,40.65713068,"Just posted a photoLSG SKY CHEFS Building",0,2015-10-03,"07:09:58","a",518,11430
"515",605,"Update: Incident on #FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station http://t.co/wQUEfw9s04",FALSE,0,NA,"2015-10-03 07:06:58",FALSE,NA,650205384418983936,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.955676,40.681172,"Update Incident on FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station",0,2015-10-03,"07:06:58","a",519,11238
"516",606,"Update: Incident on #FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station http://t.co/OwQnFr47zG",FALSE,0,NA,"2015-10-03 07:06:58",FALSE,NA,650205383869468672,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",1,FALSE,FALSE,-73.955676,40.681172,"Update Incident on FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station",0,2015-10-03,"07:06:58","a",520,11238
"517",607,"Incident on #FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station http://t.co/wQUEfw9s04",FALSE,0,NA,"2015-10-03 07:04:17",FALSE,NA,650204709727436800,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NY",0,FALSE,FALSE,-73.955676,40.681172,"Incident on FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station",0,2015-10-03,"07:04:17","a",521,11238
"518",608,"Incident on #FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station http://t.co/OwQnFr47zG",FALSE,0,NA,"2015-10-03 07:04:17",FALSE,NA,650204709001822208,NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>","511NYC",1,FALSE,FALSE,-73.955676,40.681172,"Incident on FranklinAvenueShuttle BOTHDIR from Franklin Avenue Station to Prospect Park Station",0,2015-10-03,"07:04:17","a",522,11238
"519",609,"We Finished It All. #NightCap #MoëtImperial #MOËT @ Sha's Crib https://t.co/N6mIguIy9c",FALSE,0,NA,"2015-10-03 07:00:18",FALSE,NA,650203708345729024,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","_BlacTitan",0,FALSE,FALSE,-73.91506964,40.6812659,"We Finished It All NightCap MoëtImperial MOËTShas Crib",0,2015-10-03,"07:00:18","a",523,11233
"520",610,"Níger un the NYC <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> @ Judge Roy Bean Public House https://t.co/Mpie4FVLOb",FALSE,0,NA,"2015-10-03 06:59:56",FALSE,NA,650203613004996608,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LucasMergip",0,FALSE,FALSE,-73.9764481,40.7628784,"Níger un the NYC edUAUBCedUBDUBBJudge Roy Bean Public House",0,2015-10-03,"06:59:56","a",524,10019
"521",611,"Fridge was full, I lie my Heinekens cold @ 70 park avenue hotel https://t.co/2NtKCoqxVT",FALSE,0,NA,"2015-10-03 06:41:46",FALSE,NA,650199043964956672,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","michalski_luke",0,FALSE,FALSE,-73.9797363,40.7499084,"Fridge was full I lie my Heinekens coldpark avenue hotel",-1,2015-10-03,"06:41:46","a",525,10016
"522",612,"THIS SATURDAY NIGHT 
LADIES 1st 
@realchrisdymond
 BDAY CELEBRATION

I Will Be In The Building… https://t.co/oD81uClLf5",FALSE,0,NA,"2015-10-03 06:30:28",FALSE,NA,650196200503832576,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DJPoLiSHxL",0,FALSE,FALSE,-73.76576593,40.68187052,"THIS SATURDAY NIGHT 
LADIES st 

 BDAY CELEBRATION

I Will Be In The Building…",1,2015-10-03,"06:30:28","a",526,11434
"523",613,"Making the band #pdiddy @ Soho House New York https://t.co/8AJ2djp8A4",FALSE,1,NA,"2015-10-03 06:27:01",FALSE,NA,650195329795665920,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lisamariebenson",0,FALSE,FALSE,-74.0060196,40.7405815,"Making the band pdiddySoho House New York",0,2015-10-03,"06:27:01","a",527,10014
"524",614,"Just added Reissdorf Kolsch on tap. See our full beer menu: http://t.co/jZ0jxIyYtG #BeerMenus",FALSE,0,NA,"2015-10-03 06:09:16",FALSE,NA,650190862744428544,NA,"<a href=""http://www.beermenus.com"" rel=""nofollow"">Beer Menus </a>","FHStationHouse",0,FALSE,FALSE,-73.845223,40.7194922,"Just added Reissdorf Kolsch on tap See our full beer menuBeerMenus",0,2015-10-03,"06:09:16","a",528,11375
"525",615,"Just posted a photo @ Knickerbocker Avenue https://t.co/YnORvIAY1x",FALSE,0,NA,"2015-10-03 06:03:41",FALSE,NA,650189460295032832,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bigpoppa11237",0,FALSE,FALSE,-73.918376,40.698731,"Just posted a photoKnickerbocker Avenue",0,2015-10-03,"06:03:41","a",529,11237
"526",616,"The Neighbourhood #NBHD @ TERMINAL 5 https://t.co/mT1HgdcHVX",FALSE,0,NA,"2015-10-03 06:03:07",FALSE,NA,650189316358975488,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MissMadDawg",0,FALSE,FALSE,-73.9927597,40.7696991,"The Neighbourhood NBHDTERMINAL",0,2015-10-03,"06:03:07","a",530,10019
